"POS","NEG","POS/NEG","BEST_FIT"
"1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","17.1191924966825","0.0602410272345239","negative"
"17.2265151579293","8.78232285939751","1.96149873259283","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"17.9196623384892","8.78232285939751","2.0404240000485","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"16.5333679773693","0.445453222112551","37.1158342933523","positive"
"8.78232285939751","9.47547003995745","0.926848253686942","negative"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"17.2265151579293","9.47547003995745","1.81801167491282","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","9.47547003995745","1","neutral"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","17.8123396772424","0.0578968153601572","negative"
"9.47547003995745","17.8123396772424","0.531961000724885","negative"
"8.78232285939751","8.78232285939751","1","neutral"
"17.2265151579293","8.78232285939751","1.96149873259283","neutral"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"24.9775602759011","8.78232285939751","2.84407219773","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"17.2265151579293","0.445453222112551","38.6718836070664","positive"
"26.3638546370209","17.1191924966825","1.54001741858619","neutral"
"8.78232285939751","9.47547003995745","0.926848253686942","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","9.47547003995745","1","neutral"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"17.9196623384892","9.47547003995745","1.89116342122587","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","8.78232285939751","1","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","17.8123396772424","0.493047124551418","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"26.3638546370209","17.8123396772424","1.48008937145434","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"17.9196623384892","8.78232285939751","2.0404240000485","positive"
"1.03127774142571","17.1191924966825","0.0602410272345239","negative"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"24.2844130953411","9.47547003995745","2.56287160351257","positive"
"1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"9.47547003995745","17.8123396772424","0.531961000724885","negative"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"25.670707456461","9.47547003995745","2.70917509613869","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","17.1191924966825","0.0602410272345239","negative"
"1.03127774142571","44.2092429502172","0.0233271974954875","negative"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
